GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC35,HC02_VC35,HC03_VC35,HC04_VC35,HC01_VC38,HC02_VC38,HC03_VC38,HC04_VC38,HC01_VC41,HC02_VC41,HC03_VC41,HC04_VC41,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC04_VC99,HC01_VC100,HC02_VC100,HC03_VC100,HC04_VC100,HC01_VC101,HC02_VC101,HC03_VC101,HC04_VC101,HC01_VC102,HC02_VC102,HC03_VC102,HC04_VC102,HC01_VC103,HC02_VC103,HC03_VC103,HC04_VC103,HC01_VC104,HC02_VC104,HC03_VC104,HC04_VC104
0500000US48179,48179,"Gray County, Texas",22962,*****,22962,(X),10819,62,47.1,0.3,17111,36,17111,(X),115.5,0.9,(X),(X),3617,35,3617,(X),79.9,2.4,(X),(X),22384,152,97.5,0.7,22962,*****,22962,(X),6412,*****,27.9,*****,5961,183,26.0,0.8,16550,*****,72.1,*****,14807,25,64.5,0.2,981,85,4.3,0.4,203,50,0.9,0.2,162,7,0.7,0.1,21,28,0.1,0.1,0,25,0.0,0.2
0500000US48181,48181,"Grayson County, Texas",126146,*****,126146,(X),64590,71,51.2,0.1,96133,20,96133,(X),92.5,0.1,(X),(X),21713,46,21713,(X),80.7,0.3,(X),(X),122409,460,97.0,0.4,126146,*****,126146,(X),15999,*****,12.7,*****,13054,590,10.3,0.5,110147,*****,87.3,*****,96360,263,76.4,0.2,6995,330,5.5,0.3,1614,198,1.3,0.2,1665,153,1.3,0.1,62,24,0.0,0.1,217,261,0.2,0.2
0500000US48183,48183,"Gregg County, Texas",123402,*****,123402,(X),63036,115,51.1,0.1,91476,*****,91476,(X),92.1,0.3,(X),(X),17844,92,17844,(X),73.1,0.9,(X),(X),120649,533,97.8,0.4,123402,*****,123402,(X),22449,*****,18.2,*****,20508,588,16.6,0.5,100953,*****,81.8,*****,71967,57,58.3,0.1,24790,347,20.1,0.3,385,127,0.3,0.1,1679,172,1.4,0.1,64,99,0.1,0.1,138,100,0.1,0.1
0500000US48185,48185,"Grimes County, Texas",27358,*****,27358,(X),12288,138,44.9,0.5,21223,28,21223,(X),127.0,0.8,(X),(X),4376,21,4376,(X),98.8,0.9,(X),(X),26704,186,97.6,0.7,27358,*****,27358,(X),6468,*****,23.6,*****,5837,216,21.3,0.8,20890,*****,76.4,*****,16051,20,58.7,0.1,4259,162,15.6,0.6,71,31,0.3,0.1,28,25,0.1,0.1,0,25,0.0,0.1,13,18,0.0,0.1
0500000US48187,48187,"Guadalupe County, Texas",150889,*****,150889,(X),76278,62,50.6,0.1,111619,60,111619,(X),95.1,0.2,(X),(X),19710,51,19710,(X),83.1,0.6,(X),(X),146253,610,96.9,0.4,150889,*****,150889,(X),56319,*****,37.3,*****,49944,974,33.1,0.6,94570,*****,62.7,*****,77499,349,51.4,0.2,10668,399,7.1,0.3,304,113,0.2,0.1,2497,182,1.7,0.1,36,103,0.0,0.1,433,292,0.3,0.2
0500000US48189,48189,"Hale County, Texas",34527,*****,34527,(X),16621,105,48.1,0.3,24945,33,24945,(X),110.7,0.8,(X),(X),4468,79,4468,(X),84.7,1.9,(X),(X),32912,435,95.3,1.3,34527,*****,34527,(X),20291,*****,58.8,*****,19328,312,56.0,0.9,14236,*****,41.2,*****,11938,38,34.6,0.1,1522,163,4.4,0.5,23,19,0.1,0.1,83,47,0.2,0.1,9,11,0.0,0.1,26,29,0.1,0.1
0500000US48191,48191,"Hall County, Texas",3102,*****,3102,(X),1550,48,50.0,1.6,2372,*****,2372,(X),93.8,1.9,(X),(X),703,44,703,(X),89.0,7.4,(X),(X),2986,66,96.3,2.1,3102,*****,3102,(X),1060,*****,34.2,*****,911,104,29.4,3.4,2042,*****,65.8,*****,1760,13,56.7,1.3,231,47,7.4,1.5,3,5,0.1,0.2,15,24,0.5,0.8,0,13,0.0,1.3,0,13,0.0,1.3
0500000US48193,48193,"Hamilton County, Texas",8220,*****,8220,(X),4158,81,50.6,1.0,6541,2,6541,(X),95.3,4.4,(X),(X),2084,61,2084,(X),83.8,3.8,(X),(X),8076,75,98.2,0.9,8220,*****,8220,(X),987,*****,12.0,*****,982,15,11.9,0.2,7233,*****,88.0,*****,6994,37,85.1,0.4,55,39,0.7,0.5,58,35,0.7,0.4,16,23,0.2,0.3,0,19,0.0,0.5,0,19,0.0,0.5
0500000US48195,48195,"Hansford County, Texas",5532,*****,5532,(X),2772,35,50.1,0.6,3911,*****,3911,(X),100.9,*****,(X),(X),858,57,858,(X),84.1,12.0,(X),(X),5476,46,99.0,0.8,5532,*****,5532,(X),2569,*****,46.4,*****,2426,93,43.9,1.7,2963,*****,53.6,*****,2950,16,53.3,0.3,4,7,0.1,0.1,6,15,0.1,0.3,0,19,0.0,0.7,0,19,0.0,0.7,0,19,0.0,0.7
0500000US48197,48197,"Hardeman County, Texas",3990,*****,3990,(X),2040,82,51.1,2.0,3089,101,3089,(X),94.4,7.3,(X),(X),799,85,799,(X),82.8,17.7,(X),(X),3900,60,97.7,1.5,3990,*****,3990,(X),850,113,21.3,2.8,707,129,17.7,3.2,3140,113,78.7,2.8,2738,116,68.6,2.9,277,73,6.9,1.8,16,22,0.4,0.5,19,24,0.5,0.6,0,13,0.0,1.0,0,13,0.0,1.0
0500000US48199,48199,"Hardin County, Texas",55993,*****,55993,(X),28628,186,51.1,0.3,42127,72,42127,(X),94.1,0.6,(X),(X),8825,112,8825,(X),81.5,2.1,(X),(X),55202,195,98.6,0.3,55993,*****,55993,(X),3003,*****,5.4,*****,2701,175,4.8,0.3,52990,*****,94.6,*****,48723,80,87.0,0.1,3151,83,5.6,0.1,139,68,0.2,0.1,264,104,0.5,0.2,25,47,0.0,0.1,50,80,0.1,0.1
0500000US48201,48201,"Harris County, Texas",4525519,*****,4525519,(X),2274459,50,50.3,0.1,3300460,*****,3300460,(X),97.2,*****,(X),(X),432729,77,432729,(X),78.8,0.1,(X),(X),4422215,3835,97.7,0.1,4525519,*****,4525519,(X),1910535,*****,42.2,*****,1433724,9052,31.7,0.2,2614984,*****,57.8,*****,1386576,1079,30.6,0.1,838285,1998,18.5,0.1,8078,924,0.2,0.1,307109,1795,6.8,0.1,2543,244,0.1,0.1,9681,1350,0.2,0.1
0500000US48203,48203,"Harrison County, Texas",66606,*****,66606,(X),34089,134,51.2,0.2,49558,94,49558,(X),92.3,0.7,(X),(X),10396,105,10396,(X),79.4,1.5,(X),(X),65460,379,98.3,0.6,66606,*****,66606,(X),8467,*****,12.7,*****,7680,340,11.5,0.5,58139,*****,87.3,*****,42506,39,63.8,0.1,14192,179,21.3,0.3,209,136,0.3,0.2,468,90,0.7,0.1,27,43,0.0,0.1,33,39,0.0,0.1
0500000US48205,48205,"Hartley County, Texas",5821,*****,5821,(X),2297,50,39.5,0.9,4566,*****,4566,(X),169.4,*****,(X),(X),810,29,810,(X),86.2,6.2,(X),(X),5552,136,95.4,2.3,5821,*****,5821,(X),1527,*****,26.2,*****,1344,120,23.1,2.1,4294,*****,73.8,*****,3467,168,59.6,2.9,490,86,8.4,1.5,1,3,0.0,0.1,81,71,1.4,1.2,0,19,0.0,0.7,48,64,0.8,1.1
0500000US48207,48207,"Haskell County, Texas",5806,*****,5806,(X),2559,163,44.1,2.8,4828,142,4828,(X),130.3,12.1,(X),(X),1229,29,1229,(X),81.8,3.4,(X),(X),5687,51,98.0,0.9,5806,*****,5806,(X),1605,*****,27.6,*****,1091,289,18.8,5.0,4201,*****,72.4,*****,3822,8,65.8,0.1,182,40,3.1,0.7,32,25,0.6,0.4,43,24,0.7,0.4,0,19,0.0,0.7,11,8,0.2,0.1
0500000US48209,48209,"Hays County, Texas",194843,*****,194843,(X),97870,225,50.2,0.1,149148,*****,149148,(X),97.2,0.2,(X),(X),19839,112,19839,(X),84.1,1.2,(X),(X),189186,923,97.1,0.5,194843,*****,194843,(X),73608,*****,37.8,*****,63881,1439,32.8,0.7,121235,*****,62.2,*****,107718,286,55.3,0.1,6784,432,3.5,0.2,428,238,0.2,0.1,2503,264,1.3,0.1,85,144,0.0,0.1,410,255,0.2,0.1
0500000US48211,48211,"Hemphill County, Texas",4152,*****,4152,(X),2176,73,52.4,1.8,2827,99,2827,(X),101.8,6.5,(X),(X),515,79,515,(X),86.6,12.9,(X),(X),4027,61,97.0,1.5,4152,*****,4152,(X),1461,137,35.2,3.3,1431,136,34.5,3.3,2691,137,64.8,3.3,2568,136,61.8,3.3,31,26,0.7,0.6,16,15,0.4,0.4,13,14,0.3,0.3,0,13,0.0,1.0,0,13,0.0,1.0
0500000US48213,48213,"Henderson County, Texas",79687,*****,79687,(X),40847,136,51.3,0.2,62252,*****,62252,(X),92.4,0.6,(X),(X),16948,89,16948,(X),83.9,1.4,(X),(X),78895,243,99.0,0.3,79687,*****,79687,(X),9668,*****,12.1,*****,8698,419,10.9,0.5,70019,*****,87.9,*****,62894,31,78.9,0.1,5224,141,6.6,0.2,684,131,0.9,0.2,528,38,0.7,0.1,53,51,0.1,0.1,33,31,0.0,0.1
0500000US48215,48215,"Hidalgo County, Texas",839539,*****,839539,(X),429156,245,51.1,0.1,558010,80,558010,(X),91.9,0.1,(X),(X),87567,96,87567,(X),80.5,0.3,(X),(X),829587,1408,98.8,0.2,839539,*****,839539,(X),770794,*****,91.8,*****,744991,2148,88.7,0.3,68745,*****,8.2,*****,55339,88,6.6,0.1,3522,167,0.4,0.1,593,129,0.1,0.1,7953,307,0.9,0.1,115,88,0.0,0.1,202,120,0.0,0.1
0500000US48217,48217,"Hill County, Texas",35098,*****,35098,(X),17724,68,50.5,0.2,26840,17,26840,(X),95.7,0.5,(X),(X),7097,33,7097,(X),89.3,0.8,(X),(X),34466,167,98.2,0.5,35098,*****,35098,(X),7017,*****,20.0,*****,6711,104,19.1,0.3,28081,*****,80.0,*****,25038,20,71.3,0.1,2210,163,6.3,0.5,85,47,0.2,0.1,102,38,0.3,0.1,70,92,0.2,0.3,5,7,0.0,0.1
0500000US48219,48219,"Hockley County, Texas",23273,*****,23273,(X),11768,52,50.6,0.2,17114,*****,17114,(X),94.5,0.9,(X),(X),3143,59,3143,(X),81.3,1.9,(X),(X),22777,144,97.9,0.6,23273,*****,23273,(X),10921,*****,46.9,*****,10281,222,44.2,1.0,12352,*****,53.1,*****,11112,11,47.7,0.1,849,61,3.6,0.3,131,24,0.6,0.1,45,35,0.2,0.2,12,19,0.1,0.1,8,11,0.0,0.1
0500000US48221,48221,"Hood County, Texas",55418,*****,55418,(X),28219,212,50.9,0.4,43583,117,43583,(X),94.0,1.0,(X),(X),13310,97,13310,(X),87.7,1.3,(X),(X),54735,233,98.8,0.4,55418,*****,55418,(X),6641,*****,12.0,*****,6087,246,11.0,0.4,48777,*****,88.0,*****,46999,79,84.8,0.1,384,85,0.7,0.2,482,95,0.9,0.2,446,75,0.8,0.1,0,31,0.0,0.1,0,31,0.0,0.1
0500000US48223,48223,"Hopkins County, Texas",35929,*****,35929,(X),18286,82,50.9,0.2,26863,12,26863,(X),94.3,0.6,(X),(X),6321,97,6321,(X),79.1,2.3,(X),(X),35148,182,97.8,0.5,35929,*****,35929,(X),5859,*****,16.3,*****,5447,136,15.2,0.4,30070,*****,83.7,*****,26577,53,74.0,0.1,2390,142,6.7,0.4,74,71,0.2,0.2,254,37,0.7,0.1,27,27,0.1,0.1,35,53,0.1,0.1
0500000US48225,48225,"Houston County, Texas",22849,*****,22849,(X),10575,98,46.3,0.4,18443,28,18443,(X),119.1,1.4,(X),(X),4772,52,4772,(X),88.8,1.9,(X),(X),22304,140,97.6,0.6,22849,*****,22849,(X),2439,*****,10.7,*****,2227,125,9.7,0.5,20410,*****,89.3,*****,14155,53,62.0,0.2,5694,104,24.9,0.5,36,27,0.2,0.1,87,48,0.4,0.2,0,25,0.0,0.2,35,53,0.2,0.2
0500000US48227,48227,"Howard County, Texas",36491,*****,36491,(X),15903,286,43.6,0.8,28493,32,28493,(X),136.2,4.6,(X),(X),4572,59,4572,(X),88.7,3.7,(X),(X),35281,357,96.7,1.0,36491,*****,36491,(X),15030,*****,41.2,*****,13442,413,36.8,1.1,21461,*****,58.8,*****,18262,33,50.0,0.1,1891,265,5.2,0.7,247,79,0.7,0.2,288,71,0.8,0.2,21,28,0.1,0.1,4,7,0.0,0.1
0500000US48229,48229,"Hudspeth County, Texas",3702,*****,3702,(X),1861,71,50.3,1.9,2798,22,2798,(X),102.9,7.4,(X),(X),603,4,603,(X),107.9,1.4,(X),(X),3603,71,97.3,1.9,3702,*****,3702,(X),2901,*****,78.4,*****,2650,173,71.6,4.7,801,*****,21.6,*****,684,13,18.5,1.1,55,32,1.5,0.9,0,13,0.0,1.1,44,31,1.2,0.8,0,13,0.0,1.1,0,13,0.0,1.1
0500000US48231,48231,"Hunt County, Texas",90322,*****,90322,(X),45890,118,50.8,0.1,68664,*****,68664,(X),94.9,0.2,(X),(X),14099,72,14099,(X),82.8,0.8,(X),(X),88429,460,97.9,0.5,90322,*****,90322,(X),13837,*****,15.3,*****,12672,290,14.0,0.3,76485,*****,84.7,*****,65807,76,72.9,0.1,7044,351,7.8,0.4,716,182,0.8,0.2,1076,144,1.2,0.2,44,53,0.0,0.1,51,70,0.1,0.1
0500000US48233,48233,"Hutchinson County, Texas",21704,*****,21704,(X),10866,125,50.1,0.6,16064,*****,16064,(X),100.5,2.6,(X),(X),3326,60,3326,(X),91.7,4.2,(X),(X),20896,232,96.3,1.1,21704,*****,21704,(X),4887,*****,22.5,*****,3958,324,18.2,1.5,16817,*****,77.5,*****,15474,15,71.3,0.1,431,133,2.0,0.6,286,84,1.3,0.4,120,29,0.6,0.1,69,81,0.3,0.4,6,10,0.0,0.1
0500000US48235,48235,"Irion County, Texas",1592,142,1592,(X),739,87,46.4,2.6,1223,93,1223,(X),112.0,10.6,(X),(X),281,52,281,(X),95.1,21.8,(X),(X),1563,146,98.2,1.9,1592,142,1592,(X),364,101,22.9,5.9,350,102,22.0,6.0,1228,139,77.1,5.9,1153,139,72.4,6.1,51,46,3.2,2.9,0,13,0.0,2.5,0,13,0.0,2.5,0,13,0.0,2.5,0,13,0.0,2.5
0500000US48237,48237,"Jack County, Texas",8839,*****,8839,(X),3866,101,43.7,1.1,6952,42,6952,(X),135.8,4.6,(X),(X),1417,31,1417,(X),84.0,4.2,(X),(X),8754,47,99.0,0.5,8839,*****,8839,(X),1439,*****,16.3,*****,1376,38,15.6,0.4,7400,*****,83.7,*****,6889,19,77.9,0.5,395,44,4.5,0.5,33,22,0.4,0.3,11,16,0.1,0.2,0,19,0.0,0.5,12,27,0.1,0.3
0500000US48239,48239,"Jackson County, Texas",14756,*****,14756,(X),7542,99,51.1,0.7,10946,*****,10946,(X),97.3,1.8,(X),(X),2448,55,2448,(X),78.8,3.8,(X),(X),14465,167,98.0,1.1,14756,*****,14756,(X),4760,*****,32.3,*****,4467,174,30.3,1.2,9996,*****,67.7,*****,8765,21,59.4,0.3,1049,108,7.1,0.7,0,21,0.0,0.3,44,42,0.3,0.3,14,21,0.1,0.1,0,21,0.0,0.3
0500000US48241,48241,"Jasper County, Texas",35444,*****,35444,(X),18024,127,50.9,0.4,26843,61,26843,(X),95.1,1.4,(X),(X),6538,86,6538,(X),84.6,2.1,(X),(X),34959,161,98.6,0.5,35444,*****,35444,(X),2294,*****,6.5,*****,2005,271,5.7,0.8,33150,*****,93.5,*****,26482,108,74.7,0.3,5929,109,16.7,0.3,53,49,0.1,0.1,180,88,0.5,0.2,0,28,0.0,0.1,74,108,0.2,0.3
0500000US48243,48243,"Jeff Davis County, Texas",2236,*****,2236,(X),1166,101,52.1,4.5,1828,116,1828,(X),81.9,13.2,(X),(X),698,137,698,(X),112.8,24.9,(X),(X),2222,18,99.4,0.8,2236,*****,2236,(X),810,215,36.2,9.6,742,228,33.2,10.2,1426,215,63.8,9.6,1361,196,60.9,8.8,15,12,0.7,0.5,3,8,0.1,0.4,33,58,1.5,2.6,0,13,0.0,1.8,0,13,0.0,1.8
0500000US48245,48245,"Jefferson County, Texas",254574,*****,254574,(X),124170,164,48.8,0.1,194055,120,194055,(X),105.6,0.3,(X),(X),34839,58,34839,(X),76.8,0.3,(X),(X),250653,706,98.5,0.3,254574,*****,254574,(X),49725,*****,19.5,*****,43797,898,17.2,0.4,204849,*****,80.5,*****,106135,56,41.7,0.1,85901,328,33.7,0.1,588,196,0.2,0.1,9264,353,3.6,0.1,105,26,0.0,0.1,159,110,0.1,0.1
0500000US48247,48247,"Jim Hogg County, Texas",5262,*****,5262,(X),2639,177,50.2,3.4,3695,251,3695,(X),87.8,16.2,(X),(X),979,179,979,(X),64.5,19.1,(X),(X),5225,40,99.3,0.8,5262,*****,5262,(X),4938,181,93.8,3.4,4447,353,84.5,6.7,324,181,6.2,3.4,309,173,5.9,3.3,0,19,0.0,0.8,0,19,0.0,0.8,0,19,0.0,0.8,0,19,0.0,0.8,0,19,0.0,0.8
0500000US48249,48249,"Jim Wells County, Texas",41318,*****,41318,(X),21184,162,51.3,0.4,29618,73,29618,(X),93.2,0.8,(X),(X),5908,48,5908,(X),81.0,1.3,(X),(X),41158,110,99.6,0.3,41318,*****,41318,(X),33151,*****,80.2,*****,31592,433,76.5,1.0,8167,*****,19.8,*****,7556,23,18.3,0.1,214,106,0.5,0.3,36,45,0.1,0.1,231,148,0.6,0.4,48,63,0.1,0.2,15,23,0.0,0.1
0500000US48251,48251,"Johnson County, Texas",160173,*****,160173,(X),80286,149,50.1,0.1,118171,*****,118171,(X),97.5,0.2,(X),(X),21591,136,21591,(X),82.4,1.0,(X),(X),156548,913,97.7,0.6,160173,*****,160173,(X),32475,*****,20.3,*****,29435,682,18.4,0.4,127698,*****,79.7,*****,117957,122,73.6,0.1,4506,346,2.8,0.2,664,172,0.4,0.1,1219,193,0.8,0.1,588,67,0.4,0.1,91,84,0.1,0.1
0500000US48253,48253,"Jones County, Texas",19969,*****,19969,(X),7311,119,36.6,0.6,16439,*****,16439,(X),197.1,3.8,(X),(X),2927,*****,2927,(X),90.3,*****,(X),(X),19042,198,95.4,1.0,19969,*****,19969,(X),5424,*****,27.2,*****,4645,256,23.3,1.3,14545,*****,72.8,*****,10940,341,54.8,1.7,2892,305,14.5,1.5,28,25,0.1,0.1,59,41,0.3,0.2,0,21,0.0,0.2,43,45,0.2,0.2
0500000US48255,48255,"Karnes County, Texas",15051,*****,15051,(X),6091,64,40.5,0.4,11884,17,11884,(X),160.7,2.9,(X),(X),2150,34,2150,(X),81.6,2.6,(X),(X),14844,119,98.6,0.8,15051,*****,15051,(X),7965,*****,52.9,*****,7259,251,48.2,1.7,7086,*****,47.1,*****,5684,21,37.8,0.3,1316,64,8.7,0.4,15,19,0.1,0.1,16,17,0.1,0.1,0,21,0.0,0.3,0,21,0.0,0.3
0500000US48257,48257,"Kaufman County, Texas",114852,*****,114852,(X),58505,106,50.9,0.1,82970,*****,82970,(X),94.2,0.3,(X),(X),13514,103,13514,(X),80.0,1.5,(X),(X),112058,517,97.6,0.4,114852,*****,114852,(X),22817,*****,19.9,*****,20881,508,18.2,0.4,92035,*****,80.1,*****,76486,23,66.6,0.1,11926,301,10.4,0.3,491,198,0.4,0.2,1239,117,1.1,0.1,67,53,0.1,0.1,166,176,0.1,0.2
0500000US48259,48259,"Kendall County, Texas",40306,*****,40306,(X),20738,209,51.5,0.5,30752,90,30752,(X),92.6,1.3,(X),(X),7479,85,7479,(X),82.1,1.9,(X),(X),38759,360,96.2,0.9,40306,*****,40306,(X),9285,*****,23.0,*****,7814,462,19.4,1.1,31021,*****,77.0,*****,29661,28,73.6,0.1,278,106,0.7,0.3,12,21,0.0,0.1,289,139,0.7,0.3,33,41,0.1,0.1,0,28,0.0,0.1
0500000US48261,48261,"Kenedy County, Texas",564,214,564,(X),284,112,50.4,7.2,400,163,400,(X),106.2,39.8,(X),(X),83,46,83,(X),18.6,23.6,(X),(X),564,214,100.0,6.8,564,214,564,(X),499,216,88.5,11.3,499,216,88.5,11.3,65,62,11.5,11.3,64,62,11.3,11.3,0,13,0.0,6.8,0,13,0.0,6.8,1,3,0.2,0.5,0,13,0.0,6.8,0,13,0.0,6.8
0500000US48263,48263,"Kent County, Texas",680,122,680,(X),369,68,54.3,5.8,527,90,527,(X),87.5,19.8,(X),(X),190,62,190,(X),62.4,23.5,(X),(X),678,121,99.7,0.6,680,122,680,(X),147,69,21.6,9.2,130,68,19.1,9.1,533,109,78.4,9.2,524,109,77.1,9.0,5,4,0.7,0.6,4,6,0.6,0.9,0,13,0.0,5.7,0,13,0.0,5.7,0,13,0.0,5.7
0500000US48265,48265,"Kerr County, Texas",50761,*****,50761,(X),26198,117,51.6,0.2,40828,42,40828,(X),90.5,1.0,(X),(X),13540,102,13540,(X),85.8,1.8,(X),(X),49734,312,98.0,0.6,50761,*****,50761,(X),13263,*****,26.1,*****,11712,503,23.1,1.0,37498,*****,73.9,*****,35478,16,69.9,0.1,719,117,1.4,0.2,101,75,0.2,0.1,494,64,1.0,0.1,18,28,0.0,0.1,10,16,0.0,0.1
0500000US48267,48267,"Kimble County, Texas",4432,*****,4432,(X),2292,87,51.7,2.0,3603,91,3603,(X),85.2,6.7,(X),(X),1332,118,1332,(X),81.2,10.1,(X),(X),4325,63,97.6,1.4,4432,*****,4432,(X),1049,141,23.7,3.2,999,143,22.5,3.2,3383,141,76.3,3.2,3295,148,74.3,3.3,1,2,0.0,0.1,21,30,0.5,0.7,0,13,0.0,0.9,0,13,0.0,0.9,15,24,0.3,0.5
0500000US48269,48269,"King County, Texas",289,88,289,(X),139,48,48.1,10.4,216,66,216,(X),134.8,65.5,(X),(X),21,14,21,(X),133.3,83.7,(X),(X),289,88,100.0,12.9,289,88,289,(X),77,62,26.6,16.3,77,62,26.6,16.3,212,60,73.4,16.3,212,60,73.4,16.3,0,13,0.0,12.9,0,13,0.0,12.9,0,13,0.0,12.9,0,13,0.0,12.9,0,13,0.0,12.9
0500000US48271,48271,"Kinney County, Texas",3631,*****,3631,(X),1397,157,38.5,4.3,2928,152,2928,(X),166.2,33.5,(X),(X),639,153,639,(X),118.1,58.5,(X),(X),3631,1,100.0,1.1,3631,*****,3631,(X),2245,248,61.8,6.8,2062,267,56.8,7.4,1386,248,38.2,6.8,1382,247,38.1,6.8,4,6,0.1,0.2,0,13,0.0,1.1,0,13,0.0,1.1,0,13,0.0,1.1,0,13,0.0,1.1
0500000US48273,48273,"Kleberg County, Texas",31540,*****,31540,(X),15250,126,48.4,0.4,23820,147,23820,(X),104.3,2.3,(X),(X),4018,102,4018,(X),82.4,1.9,(X),(X),30938,263,98.1,0.8,31540,*****,31540,(X),22819,*****,72.3,*****,21304,459,67.5,1.5,8721,*****,27.7,*****,6618,53,21.0,0.2,1098,182,3.5,0.6,40,46,0.1,0.1,632,48,2.0,0.2,0,28,0.0,0.1,45,53,0.1,0.2
0500000US48275,48275,"Knox County, Texas",3753,*****,3753,(X),1874,64,49.9,1.7,2725,22,2725,(X),95.1,2.9,(X),(X),690,35,690,(X),71.2,7.2,(X),(X),3692,43,98.4,1.1,3753,*****,3753,(X),1255,*****,33.4,*****,1167,55,31.1,1.5,2498,*****,66.6,*****,2228,13,59.4,1.1,225,40,6.0,1.1,5,11,0.1,0.3,6,7,0.2,0.2,0,13,0.0,1.1,0,13,0.0,1.1
0500000US48277,48277,"Lamar County, Texas",49401,*****,49401,(X),25525,106,51.7,0.2,37696,81,37696,(X),90.3,0.6,(X),(X),9092,99,9092,(X),77.4,2.1,(X),(X),47318,355,95.8,0.7,49401,*****,49401,(X),3689,*****,7.5,*****,3063,270,6.2,0.5,45712,*****,92.5,*****,37039,47,75.0,0.1,6093,319,12.3,0.6,152,80,0.3,0.2,437,34,0.9,0.1,148,97,0.3,0.2,7,15,0.0,0.1
0500000US48279,48279,"Lamb County, Texas",13368,*****,13368,(X),6536,57,48.9,0.4,9591,20,9591,(X),98.7,1.9,(X),(X),2134,37,2134,(X),77.8,2.3,(X),(X),13029,138,97.5,1.0,13368,*****,13368,(X),7347,*****,55.0,*****,6741,222,50.4,1.7,6021,*****,45.0,*****,5319,21,39.8,0.3,484,84,3.6,0.6,39,30,0.3,0.2,72,67,0.5,0.5,0,21,0.0,0.3,0,21,0.0,0.3
0500000US48281,48281,"Lampasas County, Texas",20473,*****,20473,(X),10329,139,50.5,0.7,15660,87,15660,(X),96.4,2.5,(X),(X),3631,127,3631,(X),88.1,3.9,(X),(X),19706,206,96.3,1.0,20473,*****,20473,(X),3935,*****,19.2,*****,3242,247,15.8,1.2,16538,*****,80.8,*****,14916,25,72.9,0.2,621,164,3.0,0.8,84,61,0.4,0.3,226,73,1.1,0.4,211,140,1.0,0.7,40,50,0.2,0.2
0500000US48283,48283,"La Salle County, Texas",7418,214,7418,(X),3071,255,41.4,3.2,5839,342,5839,(X),148.5,22.9,(X),(X),1161,211,1161,(X),87.6,31.9,(X),(X),7163,287,96.6,2.6,7418,214,7418,(X),5928,332,79.9,3.7,5752,360,77.5,4.2,1490,275,20.1,3.7,1308,293,17.6,4.0,92,58,1.2,0.8,0,19,0.0,0.5,10,18,0.1,0.2,0,19,0.0,0.5,0,19,0.0,0.5
0500000US48285,48285,"Lavaca County, Texas",19859,*****,19859,(X),10263,43,51.7,0.2,15181,20,15181,(X),93.8,0.3,(X),(X),4463,47,4463,(X),78.6,1.3,(X),(X),19369,162,97.5,0.8,19859,*****,19859,(X),3593,*****,18.1,*****,3510,49,17.7,0.2,16266,*****,81.9,*****,14750,5,74.3,0.1,1312,80,6.6,0.4,8,12,0.0,0.1,74,21,0.4,0.1,0,21,0.0,0.2,3,5,0.0,0.1
